id,category,name,aliases,calories,protein,fat,saturated_fat,carbs,fiber,sugar,sodium,trans_fat_g
Q0100501,糕餅點心類,包餡甜麻糬(紅豆),,325.1414,10.02,2.9224,1.1128,65.679,1.9781,27.636,44.015,
Q0200101,糕餅點心類,鹹麻糬,,244.9,8.7,4.5,2.2073,43.2,1.6,,272.0,
Q0300101,糕餅點心類,芋仔餅,,347.1,4.6,12.1,5.076,56.6,3.3,,8.0,
Q0300201,糕餅點心類,月餅(棗泥),,412.6,6.0,18.2,5.238,57.9,3.4,,120.0,
Q0300301,糕餅點心類,綠豆凸,綠豆椪,386.0775,6.9,15.8955,6.7514,55.8045,3.9,21.107,14.0,0.1033
Q0300401,糕餅點心類,蕃薯餅,,327.4,3.9,10.6,3.6051,54.9,1.6,,24.0,
Q0400101,糕餅點心類,車輪餅(紅豆),,174.0688,2.057,1.0632,0.3169,42.3062,6.4764,12.693,107.646,
Q0400201,糕餅點心類,車輪餅(菜脯),,175.5618,1.404,5.688,1.449,31.6447,3.9125,7.093,466.901,
Q0500101,糕餅點心類,太陽餅,,459.4215,5.3,20.5243,8.3814,63.5757,0.4,18.968,3.0,0.1022
Q0500201,糕餅點心類,牛舌餅,,410.9165,5.7,13.2233,5.1127,67.3767,0.2,22.786,66.0,0.0853
Q0500301,糕餅點心類,蛋黃芋頭酥,,212.1494,3.1,3.02,0.7067,44.2499,2.2151,,33.84,
Q0500401,糕餅點心類,蛋黃酥,,457.3055,11.4,26.4211,12.0367,44.4789,2.0,12.58,196.0,0.2556
Q0500501,糕餅點心類,鳳梨酥,,480.789,4.2,24.3578,14.3677,62.0422,1.7,20.208,59.0,0.2142
Q0500601,糕餅點心類,蘿蔔酥,,420.7355,7.5,20.9071,8.2668,52.2929,3.3,18.102,72.0,0.2187
Q0600701,糕餅點心類,鳳眼糕,,377.1615,3.8,0.8323,0.3335,88.9677,0.7,48.659,1.0,0.0
Q0600801,糕餅點心類,米粩,豬油粩,440.5405,2.6,13.7481,4.0668,76.8519,0.5,24.087,34.0,0.1262
Q0700101,糕餅點心類,可頌,,448.3932,7.319,26.1036,14.0894,47.0718,2.0512,6.578,360.222,
Q0700201,糕餅點心類,泡芙(巧克力),,585.3895,10.3,40.3979,17.6351,46.2021,2.1,21.58,146.0,0.2532
Q0700301,糕餅點心類,蛋塔,,372.994,4.065,21.6938,11.4511,41.1186,1.4923,20.14,85.423,
Q0700401,糕餅點心類,蛋塔(葡式),,372.697,3.682,25.8478,14.6542,31.9464,1.2234,13.315,119.216,
Q0700501,糕餅點心類,鬆餅,,253.8404,3.234,2.6102,1.0475,55.0614,1.4165,20.117,227.887,
Q0800101,糕餅點心類,冷凍馬拉糕,,317.438,7.05,12.87,2.5891,43.9858,1.2676,,165.72,
Q0800201,糕餅點心類,銅鑼燒,,328.0858,3.394,9.9414,1.9473,57.2255,1.9324,31.957,123.389,
Q0800301,糕餅點心類,冷凍馬蹄條,,185.6822,4.217,1.91,0.3794,40.1102,4.4083,,277.19,
Q0900101,糕餅點心類,乳酪蛋糕,,294.2182,6.971,21.2706,13.2916,19.0923,0.7352,13.689,152.97,0.4577
Q0900201,糕餅點心類,海綿蛋糕(圓形),,338.8291,5.09,18.0767,3.7088,40.1942,2.499,20.836,208.118,
Q0900301,糕餅點心類,提拉米蘇(圓形),,326.5424,4.407,25.0806,16.2883,21.1105,0.6265,10.587,105.051,
Q0900401,糕餅點心類,蜂蜜蛋糕(原味),,345.1932,6.514,14.5422,3.1338,47.3855,0.6423,28.978,75.97,0.014
Q0900501,糕餅點心類,蜂蜜蛋糕(巧克力),,337.9444,6.912,15.645,3.7095,43.0925,1.4393,21.262,133.88,0.0
Q0900601,糕餅點心類,蜂蜜蛋糕(起司),,350.9358,7.428,18.122,5.653,39.8647,0.6665,21.285,169.94,0.0805
Q0900701,糕餅點心類,黑森林蛋糕,巧克力鮮奶油蛋糕,273.5925,4.173,17.7881,11.083,24.9849,1.566,17.734,76.29,0.1456
Q1000101,糕餅點心類,土司,,282.9013,9.532,6.2709,3.1296,48.5877,3.0078,4.514,443.4745,
Q1000201,糕餅點心類,土司(含全穀粉),,283.2851,9.981,6.1193,2.9442,49.1583,4.1729,6.67,354.922,
Q1000301,糕餅點心類,紅豆土司,,313.2686,9.162,10.189,5.879,47.7467,3.0336,13.619,289.903,0.1658
Q1000401,糕餅點心類,奶酥麵包,,374.455,9.1,15.651,9.1787,49.849,1.1,15.89,215.0,0.3643
Q1000501,糕餅點心類,肉鬆麵包,,422.831,8.108,22.9082,5.8249,47.5826,3.0526,12.746,416.622,
Q1000601,糕餅點心類,蜜糖甜甜圈(波/摩堤),波(摩)堤,394.7998,1.953,20.6722,9.4302,50.6076,0.7462,15.313,389.339,
Q1000701,糕餅點心類,糖粒甜甜圈(油炸),,397.0629,5.311,19.8339,7.1928,50.3121,1.9673,13.379,264.988,
Q1000801,糕餅點心類,菠蘿麵包,,376.121,9.2,15.0242,8.7275,51.4758,0.9,11.828,204.0,0.1744
Q1000901,糕餅點心類,葡萄乾奶酥麵包,,299.4493,8.359,7.8793,3.0403,50.4277,3.3056,15.577,250.6,0.0914
Q1001001,糕餅點心類,漢堡包,,315.9068,9.079,7.3538,5.154,54.8586,3.0139,4.885,285.941,
Q1001101,糕餅點心類,餐包,,361.2177,7.185,14.9349,7.5118,50.5128,1.9938,12.173,205.532,
Q1001201,糕餅點心類,雙胞胎麵包,,339.9757,8.384,7.7111,1.3785,59.565,0.6101,15.84,34.85,0.0452
Q2100101,糕餅點心類,仙草凍,,18.633,0.936,0.0734,,3.7354,0.3566,3.995,70.826,
Q2100102,糕餅點心類,仙草凍(2020取樣),,19.1345,0.312,0.1849,0.0721,4.0977,0.0842,2.649,55.92,0.0
Q2100201,糕餅點心類,咖啡凍,,74.1288,0.145,0.1886,0.0993,18.104,0.2823,17.677,13.099,
Q2100301,糕餅點心類,果凍,,90.8513,,0.1971,0.0,22.2984,0.0581,16.63,30.49,0.0
Q2100401,糕餅點心類,原味愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",1.0644,,,,0.4228,0.3134,,12.6,
Q2100501,糕餅點心類,檸檬愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",52.4936,,,,13.1261,0.0054,,28.38,
Q2100601,糕餅點心類,粉粿,,63.5015,0.016,0.1171,0.0377,15.5468,0.7519,0.0,30.44,0.0
Q2102101,糕餅點心類,鮮奶布丁,白布丁,110.1072,2.981,5.0824,3.3329,13.1104,,17.909,54.0663,
Q2102201,糕餅點心類,烤布丁,,138.1844,4.73,7.1268,4.1591,13.7808,,13.322,63.31,0.1038
Q2102301,糕餅點心類,黃布丁,雞蛋布丁,109.7895,2.3,3.4779,2.4007,17.3221,,16.966,66.0,0.0421
Q2104101,糕餅點心類,豆花(花生),,58.5071,2.03,0.9157,0.1945,10.9243,0.7757,12.82,8.21,0.0
Q2104201,糕餅點心類,傳統豆花(未加糖),,37.3633,3.166,1.9197,0.3111,2.1449,0.5788,0.501,21.52,0.0028
Q2106101,糕餅點心類,羊羹,,282.4515,3.0,0.6903,0.1972,67.6097,3.1,46.521,38.0,0.0
Q2200101,糕餅點心類,巧克力冰淇淋,,191.844,4.2,10.6088,9.5733,19.8912,,16.771,80.0,0.0097
Q2200201,糕餅點心類,香草冰淇淋,,182.085,2.5,9.057,7.9355,22.643,,16.08,102.0,0.0779
Q2200301,糕餅點心類,紅豆牛奶冰棒,,151.6009,3.458,4.8719,3.9834,24.3067,1.6525,15.727,24.96,0.0305
Q2300101,糕餅點心類,花生仁湯,,105.275,2.84,5.143,1.027,12.682,1.55,8.923,50.58,0.0027
Q4100101,糕餅點心類,方塊酥,"恩典酥,方塊酥",507.667,7.1,24.0534,10.5275,66.1466,0.9,13.974,4.0,0.1275
Q4100201,糕餅點心類,夾心餅乾(草莓),,514.295,4.8,27.379,15.8932,62.821,1.3,25.051,303.0,0.0364
Q4100301,糕餅點心類,捲心酥,,487.12,6.072,19.8978,10.6485,71.6966,1.5173,39.397,73.16,0.1244
Q4100401,糕餅點心類,蛋捲(芝麻),,546.6385,6.8,33.2877,16.5342,55.5123,1.1,28.966,225.0,0.2208
Q4100501,糕餅點心類,煎餅,,435.3208,6.292,11.6872,6.5666,78.3138,4.1436,34.477,162.108,
Q4100601,糕餅點心類,營養口糧,,418.7833,6.759,8.7283,5.0492,79.6647,2.7331,18.337,333.419,
Q4100701,糕餅點心類,蘇打餅乾(蔬菜),,506.3191,7.843,24.7453,10.6538,64.4593,2.7989,1.433,388.426,
Q4200101,糕餅點心類,玉米餅乾(原味),,493.8009,7.58,24.3085,3.0827,63.8011,5.25,0.877,314.34,0.0467
Q4200201,糕餅點心類,洋芋片,,548.522,5.2,34.3444,12.8453,55.7556,2.2,1.885,383.0,0.0632
Q4200301,糕餅點心類,魚酥,,563.576,8.3,36.5952,11.6082,50.3048,0.1,6.491,695.0,0.2669
Q4200401,糕餅點心類,零食泡麵,,476.8805,11.259,21.5191,10.0688,61.2749,3.4635,2.571,1872.15,0.1564
Q4300101,糕餅點心類,雪餅,,484.668,5.752,19.379,6.9313,72.2986,0.9727,19.35,385.104,
Q4900101,糕餅點心類,沙其馬,,483.7221,5.605,24.8395,11.5981,60.2468,1.6203,22.784,127.724,
Q6100101,糕餅點心類,牛奶巧克力,,546.4649,9.36,32.5741,21.4547,53.9645,,51.858,100.62,0.1081
Q6100201,糕餅點心類,花生牛奶巧克力,,485.5046,13.02,23.238,9.8841,56.8601,1.5789,24.722,49.93,0.1028
Q6100301,糕餅點心類,榛果牛奶巧克力,,581.0485,8.98,40.4255,15.081,47.5479,4.4463,34.84,45.47,0.0637
Q6100401,糕餅點心類,糖衣牛奶巧克力,,479.1654,4.81,18.6092,11.9702,73.6121,1.0029,63.287,61.46,0.0139
Q6100501,糕餅點心類,白巧克力風味糖,,561.8931,8.635,34.6927,23.4653,53.7797,,49.455,108.67,0.0809
Q6100601,糕餅點心類,黑巧克力(85%),,584.6289,10.862,46.1183,29.8307,38.6523,14.2465,10.736,5.137,
Q6200101,糕餅點心類,白芝麻糖,,511.8976,8.401,26.2,4.0439,62.8883,4.5298,,4.0,
Q6200201,糕餅點心類,黑芝麻糖,,516.095,8.532,30.3888,4.9427,57.0153,9.7967,17.754,49.8,0.0
Q6200301,糕餅點心類,花生糖,,556.3645,17.9,35.3009,8.3009,43.2641,3.0,19.512,182.67,0.0283
Q6200401,糕餅點心類,花生貢糖,,503.9425,13.53,26.3443,5.3787,54.987,3.6121,18.212,118.44,0.0077
Q6200501,糕餅點心類,牛軋糖,,470.4247,9.678,21.6889,6.0793,60.7784,3.3005,22.781,316.16,0.2295
Q6200601,糕餅點心類,核棗糕,,422.4442,2.478,14.58,2.4899,71.0734,1.4907,,46.55,
Q6300101,糕餅點心類,水果軟糖,,411.2392,1.25,8.4308,6.7616,82.5905,,58.138,4.23,0.0322
Q6300201,糕餅點心類,水果QQ軟糖,,342.4042,6.83,0.229,0.2094,78.3129,0.1142,52.361,27.542,0.0
Q6310101,糕餅點心類,牛奶軟糖,,423.7636,2.85,11.13,8.6142,78.0484,,13.993,100.885,0.1436
Q6310201,糕餅點心類,巧克力牛奶軟糖,,422.1566,3.395,11.315,8.0215,76.6854,,,119.225,
Q6400101,糕餅點心類,太妃糖,,438.3064,2.67,13.9,10.4788,75.6316,,,211.28,
Q6400201,糕餅點心類,蓮藕糖,,394.9838,0.2,0.39,0.093,97.7717,0.2065,,43.14,
Q6400301,糕餅點心類,枇杷糖,,393.72,0.2,0.11,,97.9825,0.0,,14.3,
Q6400401,糕餅點心類,苦茶糖,,396.4028,0.07,0.24,0.184,98.4907,0.0,,6.59,
Q6400501,糕餅點心類,薑糖,,357.1454,0.33,2.46,1.1368,83.9863,1.1299,,93.14,
Q6400601,糕餅點心類,巧克力夾心糖,,402.5916,0.73,2.77,2.555,93.6854,,,21.23,
Q6800101,糕餅點心類,維生素C口含錠(檸檬),,398.6788,0.16,0.55,,98.2722,,,8.78,
Q6800201,糕餅點心類,酵母菌咀嚼錠,,371.57,23.59,5.62,1.5853,61.4145,9.514,,185.59,
Q6900101,糕餅點心類,乳酸球,,451.1366,3.76,21.65,20.9444,66.1324,11.6415,,34.57,
Q6900201,糕餅點心類,羊乳片,,410.0185,23.4,10.0037,6.7334,56.5963,,47.531,319.0,0.1891
Q6900301,糕餅點心類,紅豆球,,338.2414,7.07,0.97,,78.4426,6.2695,,12.82,
Q6900401,糕餅點心類,綠豆球,,332.79,6.19,1.06,,77.8942,6.5434,,16.01,
Q6900501,糕餅點心類,棉花糖,,331.3038,3.22,0.3038,0.156,78.9224,0.0,61.712,16.44,0.0
Q8100101,糕餅點心類,甘薯蜜餞,,338.52,0.92,0.64,,84.34,4.14,,163.0,
Q8100201,糕餅點心類,芒果青,,217.15,0.58,0.422,0.1827,54.208,2.9,22.261,149.0,0.0
Q8100401,糕餅點心類,芭樂果乾,,329.2384,1.132,0.2,0.1262,85.1532,8.8512,59.044,368.45,0.0
Q8100501,糕餅點心類,鳳梨果乾,,341.7112,1.954,0.25,0.1338,84.6069,3.3912,46.286,181.99,0.0
Q8100601,糕餅點心類,檸檬果乾,,327.2012,0.832,0.21,0.0505,84.6033,8.215,57.367,292.24,0.0
Q9100101,糕餅點心類,豆干丁(五香),,376.9844,35.387,18.0542,3.4276,19.632,2.7897,5.577,987.777,
Q9100202,糕餅點心類,豆干片(沙茶),,453.6829,16.159,28.2205,4.7492,36.4095,5.2878,25.482,686.459,
Q9900101,糕餅點心類,布丁粉,,418.7424,2.675,7.0504,5.0258,86.1472,,77.739,231.37,0.0123
Q9900201,糕餅點心類,冰淇淋粉(香草),,430.1,15.9,11.7,11.3209,65.3,,,583.0,
Q9900301,糕餅點心類,起酥片,,401.2984,6.659,26.8778,16.4973,33.7713,1.1615,2.719,205.265,
R0100101,加工調理食品及其他類,廣東粥,,80.961,4.9,2.8322,0.8474,9.0678,0.2,0.0,271.0,0.0074
R0200101,加工調理食品及其他類,冷凍火腿炒飯,,185.2,5.0,5.6,1.0853,29.7,2.0,,220.0,
R0200201,加工調理食品及其他類,冷凍蝦仁炒飯,,142.519,4.7,3.4238,0.4881,24.5762,2.7,1.323,222.0,0.0134
R0300101,加工調理食品及其他類,三角飯糰(肉鬆),,214.9107,5.769,5.4649,0.7641,36.6236,1.9219,1.924,224.29,0.039
R0300201,加工調理食品及其他類,糯米飯糰,,333.0,5.9,17.6,3.8773,38.3,1.1,,393.0,
R0300301,加工調理食品及其他類,壽司(豆皮壽司),稻禾壽司,192.9771,6.283,4.7277,0.7004,31.6513,0.6547,8.41,275.53,0.027
R0400101,加工調理食品及其他類,肉粽,,233.6,8.2,8.8,3.2947,30.7,0.6,,343.0,
R0400201,加工調理食品及其他類,鹼粽,,130.2687,2.12,1.7079,0.1683,26.8492,0.4896,0.0,213.56,0.013
R0500301,加工調理食品及其他類,冷凍筒仔米糕,,210.5958,6.464,5.75,2.1643,33.6199,0.7449,,331.03,
R0500401,加工調理食品及其他類,筒仔米糕,,243.6,6.6,8.6,3.059,35.5,1.1,,299.0,
R0600101,加工調理食品及其他類,豬血糕,米血糕,192.0319,8.631,0.9153,0.3257,37.7745,0.9139,0.0,414.1255,
R0600201,加工調理食品及其他類,鴨血糕,米血糕,190.1499,6.687,1.0621,0.4536,39.1194,1.3173,0.482,1739.066,
R0700101,加工調理食品及其他類,肉圓,肉丸,135.433,3.1,1.6066,0.5626,27.2934,0.3,2.043,217.0,0.0092
R0700201,加工調理食品及其他類,清蒸蝦仁肉圓,肉丸,149.2,4.6,7.4,2.8697,16.7,1.3,,429.0,
R0800101,加工調理食品及其他類,甜酒釀,,162.0203,4.95,0.4429,0.1393,34.8183,0.5195,33.219,2.084,
R0800201,加工調理食品及其他類,紫米酒釀,,153.2457,4.184,0.4281,0.1389,33.5793,0.8302,28.599,1.227,
R0900101,加工調理食品及其他類,冷凍芝麻湯圓,,350.6545,4.8,16.2509,6.6279,46.7491,0.9,9.706,3.0,0.0693
R0900201,加工調理食品及其他類,冷凍花生湯圓,,348.6315,5.2,15.6463,7.2789,47.0537,0.6,9.824,6.0,0.0663
R0900301,加工調理食品及其他類,冷凍豬肉湯圓,,280.598,6.5,12.1196,5.0539,36.5804,0.4,1.751,210.0,0.0451
R1100101,加工調理食品及其他類,免煮飯,,167.2307,3.23,0.34,0.089,37.05,0.42,,15.94,
R1100201,加工調理食品及其他類,埔里米粉,,355.38,0.534,0.52,,87.726,1.17,,3.4,
R1100301,加工調理食品及其他類,細米粉,,353.3738,0.374,0.57,,87.1643,0.9547,,196.885,
R1100401,加工調理食品及其他類,濁水米粉,,356.7146,5.25,1.32,,81.08,0.2427,,208.66,
R1100501,加工調理食品及其他類,米粄條,美濃粄條,126.5621,1.05,0.9465,0.1942,29.1829,1.444,0.176,82.373,
R1100601,加工調理食品及其他類,米苔目,,120.92,0.555,0.05,0.0126,29.635,0.145,,9.5,
R1100701,加工調理食品及其他類,粿仔條,,192.6048,0.511,1.24,0.1941,45.0229,0.3454,,14.65,
R1300101,加工調理食品及其他類,米漿(散裝),,60.3,0.6,0.5,0.1209,13.7,0.7,,2.0,
R1300201,加工調理食品及其他類,保久米漿,,61.0393,1.026,1.4569,0.334,11.2929,0.6742,10.015,20.6795,
R1300301,加工調理食品及其他類,糙米漿,,69.3744,1.2805,2.1848,0.4867,11.5907,0.8868,8.96,19.9675,
R1300401,穀物類,糙秈米漿,,66.4666,0.855,2.1378,0.5162,11.3778,0.8524,9.282,28.245,
R1300501,加工調理食品及其他類,糯米漿,,50.626,0.76,0.77,0.177,10.2297,0.1314,,26.66,
R1300601,加工調理食品及其他類,黑糯米漿,,49.7316,0.399,0.24,0.0524,11.5789,0.17,,14.19,
R1310101,加工調理食品及其他類,米漿粉,,440.1766,9.08,12.28,2.5132,74.3183,1.9683,,2.58,
R1500101,加工調理食品及其他類,燕麥奶,,41.7044,1.029,0.836,0.1689,8.063,1.0938,3.845,14.011,
R1600101,加工調理食品及其他類,玉米粒罐頭,,82.7096,2.3413,1.4356,0.3232,16.9237,3.6354,4.562,208.0077,
R1600201,加工調理食品及其他類,玉米醬罐頭,,62.1611,1.4045,0.4445,0.0941,13.9809,1.6905,4.952,275.5175,
R1700101,加工調理食品及其他類,麵筋(未調味),,639.1694,42.5115,53.0,8.3734,0.0,1.8761,,6.875,
R1700201,加工調理食品及其他類,麵腸(未調味),,136.7618,20.636,1.85,0.3956,9.6858,0.5877,,47.45,
R1800101,加工調理食品及其他類,水餃皮,,260.6173,7.7565,0.5075,0.0,56.9823,1.4527,,628.8046,
R1800201,加工調理食品及其他類,春捲皮,,236.7806,8.29,0.652,0.0,50.4453,2.0143,,544.9739,
R1800301,加工調理食品及其他類,餛飩皮,,267.9264,8.34,0.543,0.0,58.1781,1.5165,,500.873,
R1900101,加工調理食品及其他類,長麵線,壽麵線,306.0046,10.7203,1.073,0.2932,64.339,1.9448,3.74,2874.319,
R1900201,加工調理食品及其他類,紅麵線,,302.8364,11.268,1.41,0.3049,62.3046,2.072,,2813.42,
R1900301,加工調理食品及其他類,麵線,,344.7299,11.707,1.4957,0.4333,72.3655,2.5107,2.222,751.978,
R1900401,加工調理食品及其他類,雞絲麵,,460.628,9.4,22.83,7.1715,54.9905,1.202,,2450.125,
R2000101,加工調理食品及其他類,乾麵條,,346.7475,11.644,1.4787,0.4394,72.5293,1.627,2.392,362.2465,
R2000201,加工調理食品及其他類,油麵條,油麵,359.2127,11.4,1.2055,0.3623,76.2505,1.1194,1.583,712.149,
R2000301,加工調理食品及其他類,紅蘿蔔麵,,347.1368,12.082,0.97,0.2159,73.7599,2.4804,,368.03,
R2000401,加工調理食品及其他類,通心麵,,354.8634,13.818,1.43,0.2923,72.5922,1.8237,,25.38,
R2000501,加工調理食品及其他類,菠菜麵,,350.6728,11.792,1.22,0.2727,74.3597,2.457,,310.13,
R2000601,加工調理食品及其他類,鍋燒意麵,,472.8864,10.0,22.77,4.063,58.5053,3.0324,,990.22,
R2000701,加工調理食品及其他類,雞蛋麵,,352.2332,12.511,0.94,0.2164,74.8198,2.775,,466.91,
R2000801,加工調理食品及其他類,刀削麵,,264.6652,8.353,0.94,0.3641,56.1804,0.9642,,225.69,
R2000901,加工調理食品及其他類,拉麵,,289.6736,9.108,0.815,,62.1292,1.3051,,428.965,
R2001001,加工調理食品及其他類,意麵,,280.5782,10.069,0.99,,60.1044,4.5127,,571.98,
R2001101,加工調理食品及其他類,衛生油麵,,162.0968,5.465,1.845,0.2962,31.1845,0.5531,,66.965,
R2001201,加工調理食品及其他類,金門黃麵,,153.3348,6.411,0.5338,0.139,31.8873,2.3313,0.0,325.611,
R2001301,加工調理食品及其他類,冷凍烏龍麵,,125.7064,3.4,0.2528,0.0812,28.1842,1.4528,0.3675,192.18,0.0
R2001401,加工調理食品及其他類,鍋燒麵,,118.7086,4.4915,0.4,0.1302,24.5534,0.5355,,41.635,
R2001501,加工調理食品及其他類,蕎麥麵(乾),,340.5476,12.6925,1.7098,0.4696,70.6336,4.0725,1.7475,733.3965,
R2001502,加工調理食品及其他類,蕎麥麵(濕),,148.0358,6.281,1.5162,0.3063,28.5986,2.5642,0.209,136.343,
R2100101,加工調理食品及其他類,炒板條,,147.0,4.2,4.2,1.1323,23.7,1.2,,307.0,
R2100201,加工調理食品及其他類,泡麵(牛肉口味),,469.6845,9.6,24.4969,12.4049,53.6031,1.8,1.579,2077.0,0.1891
R2100301,加工調理食品及其他類,泡麵(鮮蝦口味),,471.443,9.6,23.8486,11.2757,55.4514,1.7,2.723,1889.0,0.1333
R2100401,加工調理食品及其他類,擔仔麵,,118.7,4.4,6.5,2.3348,11.9,2.5,,312.0,
R2200101,加工調理食品及其他類,冷凍牛肉水餃,,212.7257,8.92,9.6763,3.3162,23.1069,1.2343,2.567,383.48,0.0681
R2200201,加工調理食品及其他類,冷凍豬肉水餃,,205.939,8.071,9.665,3.381,22.12,0.905,,447.175,
R2200301,加工調理食品及其他類,冷凍豬肉韭菜水餃,,225.324,8.4,11.4648,4.1508,23.0352,1.8,1.754,439.0,0.0324
R2200401,加工調理食品及其他類,冷凍豬肉蟹黃水餃,,220.5092,7.771,9.79,3.0477,26.0069,1.3562,,472.08,
R2200501,加工調理食品及其他類,冷凍香菇雞肉水餃,,216.3082,9.54,10.21,3.5395,22.7025,2.2759,,350.4,
R2200601,加工調理食品及其他類,冷凍素食水餃,,169.3857,8.7425,4.1107,1.1109,25.7648,2.8199,3.202,369.38,0.0377
R2200701,加工調理食品及其他類,冷凍鮪魚水餃,,193.4154,9.047,8.5,3.3029,20.823,1.2823,,274.8,
R2200801,加工調理食品及其他類,冷凍豬肉熟水餃,,230.945,7.176,10.091,3.539,28.9302,2.1494,1.027,333.09,0.0269
R2200901,加工調理食品及其他類,冷凍素食熟水餃,,203.9669,7.155,5.3845,0.8902,32.8818,2.3204,2.813,491.42,0.0472
R2201001,加工調理食品及其他類,冷凍冬菜蝦仁餛飩,雲吞,186.2615,9.1,6.2523,2.1427,24.5477,2.3,1.574,316.0,0.0396
R2201101,加工調理食品及其他類,冷凍豬肉餛飩,雲吞,234.0795,11.1,12.5759,4.4776,20.5241,2.8,1.899,428.0,0.0549
R2201201,加工調理食品及其他類,冷凍菜肉餛飩,雲吞,228.0835,9.1,16.3367,5.7031,13.2633,4.2,0.897,693.0,0.0676
R2201301,加工調理食品及其他類,溫州餛飩,大餛飩,143.6755,6.5,7.9351,2.7551,11.8649,0.6,0.759,381.0,0.0436
R2201401,加工調理食品及其他類,豬肉鍋貼,,234.6475,7.8,11.2895,3.5703,26.2105,1.5,1.539,314.0,0.0699
R2201501,加工調理食品及其他類,熟水餃(高麗菜水餃),,195.7249,7.359,10.1201,3.538,19.7019,1.7998,2.966,300.94,0.1189
R2300101,加工調理食品及其他類,冷凍叉燒包,,263.5865,8.8,4.7573,1.6898,47.0427,1.3,14.812,167.0,0.007
R2300201,加工調理食品及其他類,冷凍酸菜焢肉包子,,296.9078,8.641,13.08,5.1853,37.1819,2.0519,,342.59,
R2300301,加工調理食品及其他類,冷凍芋泥包,,258.2085,6.628,3.5519,1.3509,51.1366,2.4085,11.608,46.29,0.0255
R2300401,加工調理食品及其他類,冷凍豆沙包,,243.1725,7.4,1.0745,0.4627,51.8255,1.7,13.221,60.0,0.0035
R2300501,加工調理食品及其他類,冷凍芝麻包,,339.574,7.2,11.6748,4.3553,51.7252,0.6,11.362,24.0,0.028
R2300601,加工調理食品及其他類,冷凍蓮蓉包,,287.5,7.9,5.5,2.2638,52.8,2.4,,82.0,
R2300701,加工調理食品及其他類,冷凍叉燒包子,,262.1713,7.123,6.0523,2.1031,45.9593,2.3143,9.755,209.68,0.0143
R2300801,加工調理食品及其他類,冷凍牛肉包子,,265.1276,10.822,4.57,2.5426,46.0662,1.7776,,261.07,
R2300901,加工調理食品及其他類,冷凍豬肉包子,,263.292,7.6235,9.2144,3.5159,38.2137,1.4932,6.362,229.885,0.0087
R2301001,加工調理食品及其他類,冷凍豬肉湯包,,228.5305,10.1,14.3461,4.9365,16.2539,3.0,1.636,447.0,0.083
R2301101,加工調理食品及其他類,小籠包,,239.1,9.6,15.5,5.5847,15.9,1.2,,248.0,
R2301201,加工調理食品及其他類,冷凍素菜包子,,231.7785,8.6,3.7557,1.3583,41.4443,1.1,3.73,244.0,0.0222
R2301301,加工調理食品及其他類,竹筍包,,203.3687,6.888,5.4873,1.4423,32.8962,2.5769,3.755,347.744,
R2400101,加工調理食品及其他類,冷凍白饅頭,,274.4946,7.412,2.37,1.37,57.0233,2.2883,,91.13,
R2400201,加工調理食品及其他類,白饅頭,,246.2,8.1,1.2,,51.3,1.1,,182.0,
R2400301,加工調理食品及其他類,芋頭饅頭,,150.3086,5.726,0.6356,0.2129,31.5323,2.2225,8.453,70.888,
R2400401,加工調理食品及其他類,花捲,,224.4323,5.661,1.8777,0.6203,46.9716,1.4987,3.428,425.189,
R2400501,加工調理食品及其他類,冷藏堅果饅頭,,296.0596,9.608,8.82,2.9562,47.2909,5.458,,118.8,
R2400601,加工調理食品及其他類,黑糖饅頭,,229.9732,6.784,0.8754,0.358,49.9804,2.4815,9.062,40.678,
R2400701,加工調理食品及其他類,冷凍銀絲卷(奶黃),,278.5476,8.931,3.25,1.6352,54.4906,2.1944,,10.75,
R2500101,加工調理食品及其他類,火腿蛋三明治,,272.4061,10.851,13.1789,3.6073,28.2245,1.253,3.971,425.702,0.0528
R2600101,加工調理食品及其他類,披薩(夏威夷),,266.1408,12.017,8.6978,2.8221,35.9315,1.9667,3.697,436.71,0.1352
R2600201,加工調理食品及其他類,冷凍披薩(黑胡椒火腿),,205.7934,9.323,6.85,3.9086,27.7311,2.0365,,404.9,
R2700101,加工調理食品及其他類,蔥油餅,,299.8871,8.314,9.3165,1.8539,46.9205,2.4497,2.342,257.42,0.0754
R2700201,加工調理食品及其他類,冷凍蔥油餅,蔥油派,255.4525,9.09,3.0749,1.1559,48.4898,1.2704,2.354,601.975,0.031
R2700301,加工調理食品及其他類,冷凍蛋餅皮,,228.2283,5.719,3.6779,1.4014,43.7374,1.3492,4.417,291.391,
R2700401,加工調理食品及其他類,燒餅,,320.3,9.1,9.1,1.5434,51.1,1.2,,458.0,
R2800101,加工調理食品及其他類,韭菜盒子,,214.3305,7.5,12.1461,2.6673,19.4539,1.4,1.158,287.0,0.1439
R2800201,加工調理食品及其他類,大餅包小餅(紅豆),,374.5,8.3,16.5,3.0476,48.5,0.6,,135.0,
R2800301,加工調理食品及其他類,水煎包,,162.5599,4.27,5.3821,1.5623,25.2368,1.9531,2.229,309.825,
