id,category,name,aliases,calories,protein,fat,saturated_fat,carbs,fiber,sugar,sodium,trans_fat_g
E1100101,蔬菜類,熟桂竹筍,"桂竹仔筍,石竹仔筍,簍竹,筀竹筍",17.6087,2.1323,0.1974,0.0559,3.489,1.7038,0.2235,67.9358,
E1200101,蔬菜類,烏殼綠竹筍,"烏殼筍,烏殼綠,烏綠竹,烏腳綠竹筍,烏腳綠仔,四季竹,南洋竹,食用刺竹",18.1477,1.8233,0.2228,0.1503,3.7907,1.7252,1.5769,16.7736,
E1300101,蔬菜類,茭白筍,"茭白,茭筍,茭草,水筍,腳白筍,加白筍,菰,菰菜,菰筍,菰蔣",16.4426,1.332,0.1565,0.1035,4.0152,2.1139,1.778,5.0048,
E1300201,蔬菜類,玉米筍,"番麥筍,珍珠筍",29.4262,1.768,0.16,0.1209,7.0269,2.079,3.023,0.0,0.0
E1400101,蔬菜類,麻竹筍,"蔴竹,甜竹,巨竹,坭竹,大綠竹,瓦坭竹,巨麻竹,美濃麻竹,吊絲麻竹",18.9291,1.422,0.13,0.0787,4.4183,1.64,2.271,0.55,0.0
E1400201,蔬菜類,冷凍麻竹筍,"蔴竹,甜竹,巨竹,坭竹,大綠竹,瓦坭竹,巨麻竹,美濃麻竹,吊絲麻竹",14.0348,0.85,0.04,,3.77,1.7,,22.0,
E1500101,蔬菜類,綠竹筍,"甜竹,甜竹筍,綠仔筍,綠仔笋,綠竹笋",21.7957,1.7175,0.2348,0.1507,4.7427,1.6663,2.2001,0.362,
E1500201,蔬菜類,帶殼熟綠竹筍,"甜竹,甜竹筍,綠仔筍,綠仔笋,綠竹笋",21.7277,2.01,0.0899,,4.9425,1.8772,1.8844,1.393,
E1500301,蔬菜類,沙拉筍塊,涼筍,20.494,1.5635,0.098,,4.8353,1.7265,2.991,7.9176,
E1600101,蔬菜類,熟箭竹筍,"箭筍,台灣箭竹,矢竹仔,玉山箭竹",15.7015,2.0968,0.3253,0.0801,2.9456,2.1067,0.0,342.7717,
E1700101,蔬菜類,白蘆筍,"野天門冬,松葉土當歸,石刁柏,龍鬚菜",21.8023,1.8453,0.1565,0.0517,4.9074,1.8322,,3.5594,
E17002,蔬菜類,綠蘆筍平均值,"野天門冬,松葉土當歸,石刁柏,龍鬚菜",19.6032,2.6543,0.1684,0.144,3.4677,1.2023,1.6625,4.3052,0.0
E1700201,蔬菜類,綠蘆筍,"野天門冬,松葉土當歸,石刁柏,龍鬚菜",19.5937,1.348,0.1639,0.1368,4.4582,1.4194,1.696,6.0314,
E1700202,蔬菜類,澳洲綠蘆筍(粗短型),"野天門冬,松葉土當歸,石刁柏,龍鬚菜",18.1561,2.54,0.1929,,3.1337,1.2288,,3.11,
E1700203,蔬菜類,綠蘆筍(細短型),"野天門冬,松葉土當歸,石刁柏,龍鬚菜",20.6641,3.26,0.2125,,3.242,1.2103,,3.4795,
E1700204,蔬菜類,綠蘆筍(短型),"野天門冬,松葉土當歸,石刁柏,龍鬚菜",19.9988,3.469,0.1043,0.0913,3.0367,0.9506,1.629,4.6,0.0
E1700301,蔬菜類,蘆筍花,,17.2685,2.913,0.3053,,2.6809,1.776,,1.894,
E1800101,蔬菜類,嫩莖萵苣,"鵝菜心,莖用萵苣,萵(鵝)仔菜心,大心萵(媚)仔菜,萵苣筍(莖),妹仔菜筍,",14.0146,1.0,0.18,,3.12,1.2,,22.0,
E1900101,蔬菜類,嫩薑,"薑仔,生薑,生姜,羌,蘘荷,茗荷,甘露子,紫薑",18.5814,0.0,0.32,,4.75,1.38,,12.0,
E1900102,蔬菜類,粉薑,"薑仔,生薑,生姜,羌,蘘荷,茗荷,甘露子,紫薑",23.2109,0.98,0.2629,0.0951,6.0567,2.7254,0.6835,7.2318,
E1900103,蔬菜類,老薑,"薑仔,生薑,生姜,羌,蘘荷,茗荷,甘露子,紫薑",46.5044,1.143,0.4836,0.1808,11.6803,3.2059,0.659,4.2429,
E2000101,蔬菜類,檳榔嫩莖,"半天筍,檳榔樹心",26.4526,2.232,0.4183,0.128,5.6331,2.5608,1.9264,9.5837,
E2100101,蔬菜類,大蒜,"蒜頭,大蒜頭,蒜球,蒜瓣,蒜仔頭",114.556,6.6885,0.2269,0.1748,26.4265,4.1739,1.038,4.2509,
E2100201,蔬菜類,青蒜,"蒜仔,葫,胡蒜,洋蒜,韭蔥",26.685,2.1337,0.254,0.0897,6.4302,3.2153,2.959,3.0408,
E2100301,蔬菜類,蒜苗,蒜黃,47.2524,2.229,0.083,,12.0439,3.2913,,8.8693,
E23001,蔬菜類,青蔥平均值,,26.424,1.2625,0.1855,0.079,6.6068,2.2122,3.0609,0.9736,0.0
E2300101,蔬菜類,青蔥(有機),"蔥,葉蔥,蔥仔",26.2966,1.148,0.2346,0.1097,6.7604,2.6528,3.677,1.19,0.0
E2300102,蔬菜類,山東大蔥,"蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥",28.0826,1.304,0.1196,,6.7256,1.3499,,0.8022,
E2300103,蔬菜類,日本甜蔥,"蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥",28.2191,1.014,0.1382,,7.5564,2.6654,3.066,1.021,
E2300104,蔬菜類,宜蘭粉蔥,"蔥,葉蔥,蔥仔,水蔥,漢蔥",23.0977,1.584,0.2497,0.0959,5.3849,2.1808,2.4396,0.881,
E2400101,蔬菜類,白洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",39.5142,1.0005,0.058,,9.9545,1.2711,5.2759,3.223,
E2400201,蔬菜類,紫洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",28.7209,0.8748,0.1088,0.0423,7.2722,1.4965,4.2678,3.7699,
E2400301,蔬菜類,黃洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",38.9445,0.9663,0.24,0.0951,9.4918,1.3758,5.514,2.4683,
E2500101,蔬菜類,紅蔥頭,"油蔥頭,珠蔥頭,分蔥頭,大頭蔥頭,四季蔥頭",70.175,3.437,0.2625,,16.353,2.5283,,15.9285,
E2600101,蔬菜類,韮菜花,"花韮菜,韮花,韭菜苔(韮/韭通用)",23.5121,1.802,0.22,0.1375,5.5551,2.4818,1.871,3.06,0.0
E2600201,蔬菜類,韮菜,"韮,塊莖蒜,起陽草(韮/韭通用)",18.3977,1.8953,0.3507,0.1307,3.8785,2.4366,1.051,2.3307,
E2600301,蔬菜類,韮黃,"韮黃,黃韮菜,白韮菜,軟化韮菜(韮/韭通用)",13.093,1.478,0.1215,,2.909,1.6534,,3.3924,
E2700101,蔬菜類,九層塔,"千層塔,羅勒,家佩蘭,零陵菜,香菜(草),薰草,西王母菜,塞香菜,光明子,醒頭香",20.899,2.904,0.2916,0.101,4.4484,3.4205,0.083,1.6471,0.0
E2800101,蔬菜類,小麥苗,,26.5813,3.326,0.4841,0.0992,5.4565,3.929,0.0,3.064,
E2900101,蔬菜類,水菜(日本種),,8.3484,1.164,0.201,0.0821,1.5872,1.3546,0.0,2.294,
E30001,蔬菜類,甘藍平均值,"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",21.0991,1.308,0.1439,,4.7557,1.0946,2.732,10.5289,
E3000101,蔬菜類,梨山甘藍(尖球形),"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",22.0826,1.402,0.0614,,5.0951,1.0397,,8.3789,
E3000102,蔬菜類,甘藍(扁圓形),"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",19.2973,1.09,0.1754,,4.2855,0.9158,2.732,12.208,
E3000103,蔬菜類,甘藍(圓球形),"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",21.9173,1.432,0.1949,,4.8866,1.3282,,10.9997,
E3000104,蔬菜類,甘藍(圓球形)(2021年取樣),高麗菜,18.2126,0.842,0.0,0.0,4.617,1.0525,3.426,3.47,0.0
E3000201,蔬菜類,紫色甘藍,"紫甘藍,紫色高麗菜,紅色高麗菜,紅玻璃菜,紅玉菜",24.4204,1.484,0.1836,,5.9071,2.1274,2.3507,13.3745,
E3000301,蔬菜類,甘藍芽,高麗菜芽,29.0218,2.6525,0.5995,0.0,5.3965,2.101,,12.061,
E3000401,蔬菜類,冷凍甘藍,"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",16.1529,1.286,0.1,,4.174,2.28,,20.9,
E3000501,蔬菜類,羽衣甘藍(有機),,27.9411,2.956,0.8998,0.2632,5.1132,3.8297,0.298,59.62,0.0
E3010101,蔬菜類,脫水甘藍,,308.381,6.856,0.06,,82.631,17.0236,,1351.4656,
E3100101,蔬菜類,甘藷葉,"地瓜葉,番藷葉,過溝菜(藷同薯)",21.5981,3.1552,0.2784,0.1235,4.4222,3.287,0.0,39.2764,
E3200102,蔬菜類,蚵仔白菜(2022年取樣),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,尼龍白菜,皺(碎/曲)葉白菜,皺葉中蕓苔",10.4712,1.399,0.3098,0.1143,1.7525,1.38,0.4,39.71,0.0
E3200201,蔬菜類,荷葉白菜,"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜",12.0757,1.436,0.1004,,2.5246,1.2489,,91.2009,
E3200301,蔬菜類,葵扇白菜,"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,江戶(門)白菜,黑葉白菜,扇子白菜,黑芥菜,排菜",11.2361,1.552,0.073,,2.3542,1.3803,,47.3983,
E3200401,蔬菜類,黑葉白菜(短梗),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜",12.702,1.343,0.0386,,2.8969,1.283,,56.9583,
E3200501,蔬菜類,千寶菜,,15.9589,1.714,0.1968,0.0645,3.6056,2.232,1.1253,45.932,
E3200601,蔬菜類,小白菜(土植)(1月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",7.8982,1.15,0.184,0.0,1.5029,1.3243,,109.604,
E3200602,蔬菜類,小白菜(土植)(3月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",11.3044,1.221,0.14,0.0568,2.4482,1.376,0.373,50.72,0.0
E3200603,蔬菜類,小白菜(土植)(4月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",10.7864,1.05,0.199,,2.2367,1.2386,,124.901,
E3200604,蔬菜類,小白菜(土植)(7月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",8.4959,0.96,0.11,,1.8059,1.0437,,119.0987,
E3200605,蔬菜類,小白菜(土植)(10月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",9.3261,1.065,0.24,,1.6971,1.1009,,70.87,
E3200701,蔬菜類,小白菜(水耕)(1月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",9.8845,1.452,0.107,0.0,2.0707,1.5216,,8.541,
E3200702,蔬菜類,小白菜(水耕)(4月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",10.7776,0.979,0.172,,2.3965,1.3544,,10.8848,
E3200703,蔬菜類,小白菜(水耕)(7月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",9.9832,0.902,0.077,,2.3612,1.1754,,8.8591,
E3200704,蔬菜類,小白菜(水耕)(10月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",9.6773,1.091,0.27,,1.764,1.2214,,6.35,
E3200801,蔬菜類,小白菜(有機)(1月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",6.2911,1.842,0.17,0.0,0.7598,1.5374,,79.227,
E3200802,蔬菜類,小白菜(有機)(4月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",12.1759,1.254,0.195,,2.4329,1.1737,,39.6322,
E3200803,蔬菜類,小白菜(有機)(7月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",8.4181,1.258,0.097,,1.7418,1.3067,,32.9271,
E3200804,蔬菜類,小白菜(有機)(10月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",10.9443,1.347,0.24,,1.9007,1.056,,23.03,
E3200901,蔬菜類,珍珠小白菜,珍珠白菜,7.9234,1.497,0.0718,0.0354,1.6901,1.6795,0.081,4.039,
E3201001,蔬菜類,油菜心,,26.5335,3.2,0.85,,3.95,2.3,,21.0,
E3201101,蔬菜類,油菜(有機),蕓苔,10.2339,1.303,0.113,0.0508,2.2137,1.4522,0.243,23.71,0.0
E3201201,蔬菜類,青江菜(土植)(1月取樣),"江門白菜, 湯匙菜,青梗白菜",8.0114,1.307,0.049,,1.62,1.1269,,73.07,
E3201202,蔬菜類,青江菜(土植)(3月取樣),"江門白菜 ,湯匙菜,青梗白菜",10.5688,1.233,0.13,0.0554,2.1903,1.2063,0.374,53.14,0.0
E3201203,蔬菜類,青江菜(土植)(4月取樣),"江門白菜, 湯匙菜,青梗白菜",8.8606,0.96,0.125,,1.8395,0.9868,,110.1956,
E3201204,蔬菜類,青江菜(土植)(7月取樣),"江門白菜,湯匙菜,青梗白菜",12.4403,1.507,0.118,,2.5334,1.2505,,92.3846,
E3201205,蔬菜類,青江菜(土植)(10月取樣),"江門白菜, 湯匙菜,青梗白菜",15.1659,1.701,0.07,0.0379,3.357,1.5626,0.58,27.676,0.0
E3201301,蔬菜類,青江菜(水耕)(1月取樣),"江門白菜 ,湯匙菜,青梗白菜",9.8156,1.243,0.007,,2.3513,1.4051,,5.659,
E3201302,蔬菜類,青江菜(水耕)(4月取樣),"江門白菜 , 湯匙菜,青梗白菜",11.9323,1.397,0.16,,2.3967,1.2706,,11.6504,
E3201303,蔬菜類,青江菜(水耕)(7月取樣),"江門白菜 ,湯匙菜,青梗白菜",11.8198,1.651,0.129,,2.1855,1.11,,12.7177,
E3201304,蔬菜類,青江菜(水耕)(10月取樣),"江門白菜 ,湯匙菜,青梗白菜",7.4202,1.371,0.22,0.0227,1.4127,1.8541,,14.3,
E3201401,蔬菜類,青江菜(有機)(1月取樣),"江門白菜,湯匙菜,青梗白菜",7.3326,1.531,0.003,,1.4969,1.3377,,37.815,
E3201402,蔬菜類,青江菜(有機)(4月取樣),"江門白菜 ,湯匙菜,青梗白菜",12.6151,1.382,0.176,,2.5062,1.1858,,40.083,
E3201403,蔬菜類,青江菜(有機)(7月取樣),"江門白菜 ,湯匙菜,青梗白菜",17.1262,1.944,0.243,,3.4741,1.8684,,22.3153,
E3201404,蔬菜類,青江菜(有機)(10月取樣),"江門白菜 , 湯匙菜,青梗白菜",12.5405,1.64,0.05,0.0235,2.7405,1.5067,0.505,23.076,0.0
E3201501,蔬菜類,塔菇菜(有機),塌棵菜；塔菜；瓢兒芥,10.8593,1.864,0.0,0.0,2.3378,1.6536,0.1,58.61,0.0
E3201601,蔬菜類,廣島野菜,廣島菜,12.9583,1.71,0.0,0.0,2.9097,1.5104,0.343,18.56,0.0
E3201701,蔬菜類,日本油菜(有機),"鶯菜,小松菜",16.3951,1.505,0.427,0.168,3.3128,2.1273,0.755,55.44,0.0
E3201801,蔬菜類,青松菜(有機),,15.9728,0.92,0.197,0.1068,3.7883,1.5057,0.922,46.58,0.0
E3201901,蔬菜類,青油菜(有機),,11.5978,1.547,0.194,0.0828,2.1954,1.3901,0.158,49.22,0.0
E33001,蔬菜類,結球白菜平均值,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",14.9859,1.1926,0.2916,0.1235,2.8753,0.9438,1.8695,23.8718,0.0
E3300101,蔬菜類,煙台白菜,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜(包頭蓮)",12.0771,1.296,0.255,,2.2458,1.1639,,29.82,
E3300102,蔬菜類,迷你竹筍白菜,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",18.1848,1.256,0.0891,0.0386,3.8221,0.3989,2.283,4.222,
E3300103,蔬菜類,翠玉白菜,"天津白菜,直筒白菜,長筒白菜,竹筒白菜",17.1916,1.0345,0.68,,2.8315,1.1859,,47.795,
E3300104,蔬菜類,包心白菜,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",12.4902,1.1837,0.1424,0.059,2.6018,1.0263,1.456,13.65,0.0
E3300105,蔬菜類,包心白菜(2025年取樣),"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",10.1077,0.962,0.12,0.0605,2.255,1.164,1.1,5.27,0.0
E3300201,蔬菜類,白菜芽,娃娃菜,17.0132,3.0945,0.0696,0.0354,3.2046,2.1973,1.1621,21.86,
E3400101,蔬菜類,白鳳菜,白蓊菜,21.038,2.0,0.4,,4.8,3.3,,28.0,
E3400201,蔬菜類,紅鳳菜,"紅蓊菜,紅菜,紅葉,紫背天葵,雙色三七草,天青地紅,地黃菜,腳目草",17.5698,2.115,0.3801,,3.531,2.5915,,13.2643,
E3500101,蔬菜類,豆瓣菜,"西洋菜,水芥(田/應/蕹)菜,無心芥(菜),廣東芥菜,微子蔊菜,風花菜,水生山葵菜,麥藍菜,角菜",16.7907,2.17,0.29,,3.18,1.96,,45.0,
E3600101,蔬菜類,明日葉,"鹹草,明日草,長壽草,八丈草,還陽草,珍立草,海峰人參,天賜草",45.117,1.434,0.7918,0.2679,11.8916,6.1288,3.07,4.066,
E3700101,蔬菜類,山芹菜,"鴨兒芹,三葉芹,三葉山芹菜",21.3909,2.126,0.25,0.1006,5.1895,3.4267,0.486,1.82,0.0
E37002,蔬菜類,芹菜平均值,"旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",12.8091,0.7933,0.1288,,3.135,1.3543,,65.4593,
E3700201,蔬菜類,芹菜(青梗),"旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",10.1523,0.779,0.098,,2.4264,1.1431,,46.2355,
E3700202,蔬菜類,芹菜,"旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",15.4659,0.8075,0.1595,,3.8435,1.5655,,84.6831,
E3700301,蔬菜類,西洋芹菜,"美國芹菜,洋芹菜,金白芹菜,巨無霸芹菜",8.1353,0.3783,0.1761,0.0698,2.2293,1.5916,1.318,87.2866,
E3800101,蔬菜類,大心芥菜,"大心菜,菜心,大骨芥菜,大莖菜",10.7258,0.9815,0.0329,,2.4852,0.9544,,12.4683,
E3800201,蔬菜類,大芥菜,"芥菜,大心芥菜,大葉芥菜,長年菜,孤腰菜",16.1236,0.75,0.48,,3.37,1.58,,35.0,
E3800301,蔬菜類,包心芥菜,"包心刈菜,捲心芥菜",14.4926,1.0105,0.4742,0.1459,2.6883,1.3728,1.385,14.5552,
E38004,蔬菜類,芥菜平均值,"刈菜,大菜,芥葉菜,雞冠菜,孤腰菜",15.9612,1.5375,0.1595,0.0,3.5165,1.6401,0.7931,8.7584,
E3800401,蔬菜類,芥菜,"刈菜,大菜,芥葉菜,雞冠菜,孤腰菜",14.7957,1.6025,0.1273,,3.1986,1.5489,1.2971,3.2183,
E3800402,蔬菜類,雪裡蕻,"雪裡(裏)紅,雪菜,多葉藺蕓苔,千筋葉菜,春不老",17.1268,1.4725,0.1917,0.0,3.8343,1.7313,0.289,14.2985,
E3800501,蔬菜類,抱子芥菜,娃娃菜,17.401,2.103,0.0542,0.0213,3.8231,1.8277,1.65,3.9,0.0
E3900101,蔬菜類,芥藍菜,"芥蘭菜,格藍菜,綠葉甘藍,佛光菜,隔暝仔菜",16.228,1.738,0.3473,0.0942,3.1933,1.9402,0.0,26.7996,
E3900201,蔬菜類,芥藍芽,"菜嬰,格藍菜嬰",22.5187,2.223,0.3294,,4.5235,1.9496,,6.9532,
E4000101,蔬菜類,芫荽,"香菜,香荽,胡荽,蒝荽,芫蓑,松鬚菜",19.8668,2.2565,0.293,,4.5154,3.2146,,16.8787,
E4100101,蔬菜類,紅梗珍珠菜,"角菜,香芹(甜)菜,山芹菜,甜菜,乳白艾,香甜菜,納艾香",25.0518,2.6,1.025,,5.595,6.4,,11.5,
E4200101,蔬菜類,食茱萸,"刺楤,紅刺楤,刺江某,越椒,艾子,茱萸,刺公牡",94.589,11.9,0.3,,23.8,16.8,,5.0,
E4300101,蔬菜類,香樁,"椿,紅椿(樹),椿樹,杶,春芽(陽)樹,椿樗,櫄,虎目樹,大眼桐,栲,大紅椿樹",88.0609,4.3,1.47,,19.43,5.94,,17.0,
E4400101,蔬菜類,茴香,"蘹香,小茴香,茴香子,臭蒝荽,客人蒝荽,香絲菜,茴香八角珠,蒝荽",18.5255,2.198,0.2436,0.0,4.1287,2.8285,0.721,50.0422,
E4500101,蔬菜類,馬齒莧,"豬母乳(菜/草),寶釧菜,長命菜,荷蘭菜,馬尺莧,瓜子菜,五行(才)草,馬子菜,地馬菜,醬瓣頭草",13.064,1.2,0.4,,1.88,0.4,,94.0,
E4600101,蔬菜類,茼蒿,"茼蒿菜,春菊,打某(妻)菜,苳蒿菜,花冠菊,艾菜,蓬蒿,菊蒿菜,菊花菜,實盡菜",12.731,1.741,0.3063,0.0791,2.2086,1.583,0.0,69.0844,
E4600201,蔬菜類,日本茼蒿(有機),"春菊,山茼蒿,小葉茼蒿",20.2736,1.93,0.24,0.0584,4.8337,2.9701,0.429,179.22,0.0
E4600301,蔬菜類,昭和草,"山茼蒿,野茼蒿,太子原,飛機草,神仙草",26.365,2.2,0.7,,3.78,,,9.0,
E4700101,蔬菜類,隼人瓜苗,"隼人瓜鬚,佛手瓜苗(鬚),香櫞瓜苗(鬚),梨瓜苗(鬚),番瓜鬚(龍鬚菜是誤用)",19.3871,3.28,0.1633,,3.5341,2.2928,,3.3429,
E4800101,蔬菜類,白莧菜,"杏菜,荇菜,莕菜,茵菜,白杏菜,白荇菜",12.9058,1.892,0.3045,,2.5564,2.4052,,19.8572,
E4800201,蔬菜類,紅莧菜,"紅莧,虎菜,紅虎莧,赤莧,紅杏(荇)菜,赤杏菜,紫杏(莧)菜",16.0401,2.6233,0.2543,0.1242,3.3026,3.0745,0.186,12.3325,0.0
E4800301,蔬菜類,野莧菜,"野莧(杏),綠莧,豬莧,鳥仔莧(杏),假莧(杏)菜,山荇(杏,莧)菜,",32.506,6.3,0.6,,4.9,4.28,,20.1,
E4900101,蔬菜類,紫蘇,"蘇草,紅(赤/綠/青)紫蘇,桂荏",53.7347,5.526,1.1632,0.6704,11.8701,8.8278,0.3621,0.59,
E5000101,蔬菜類,菠菜,"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",14.2361,2.1873,0.3151,0.1134,2.4416,1.9233,0.0,43.4573,
E5000201,蔬菜類,菠菜(葉)(有機),"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",20.8582,3.268,0.38,0.1024,3.5658,2.5217,0.0,106.45,0.0
E5000301,蔬菜類,冷凍菠菜,"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",13.1846,2.14,0.04,,2.89,2.12,,46.0,
E5100101,蔬菜類,菾菜,"葉用甜菜,莙薘菜,牛皮菜,豬乸菜",16.9123,2.004,0.1392,,3.6739,2.0166,0.563,107.709,
E5100201,蔬菜類,黃金菾菜,"黃金火焰菜,君達菜,甜菜",13.8007,2.43,0.2012,0.085,2.6417,2.3961,0.432,77.122,
E5200101,蔬菜類,落葵,"皇宮菜,蟳菜,胭(臙)脂菜,紅落葵,潺菜,蔠菜,藤葵,藤菜,天葵,御菜,牛皮凍",28.7877,2.672,0.3166,,6.0338,2.313,,49.1847,
E5200201,蔬菜類,藤三七,"洋落葵,蔓安迪,落葵安迪,藤子三七,雲南白藥,小年藥,馬德拉藤,金錢珠,中枝蓮(習以川七誤稱)",19.0008,1.635,0.5346,0.2364,3.2032,1.1842,0.0,25.0731,
E53001,蔬菜類,不結球萵苣平均值,"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",13.042,1.1184,0.2595,0.0755,2.8375,1.6455,0.6254,8.3358,
E5300101,蔬菜類,奶油萵苣(日本種),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",12.9696,1.093,0.3087,0.1122,2.6276,1.4345,0.6525,1.227,
E5300102,蔬菜類,紅葉萵苣(荷蘭種）,"彩葉萵苣,彩色媚仔菜,紅色萵苣菜,紅萵仔菜",11.799,1.364,0.2898,0.0792,2.4766,2.0311,0.5651,0.913,
E5300103,蔬菜類,廣東萵苣,"皺葉萵苣,縮葉萵苣,皺萵仔菜,皺妹菜",16.5886,1.023,0.2065,0.04,3.958,1.7138,,10.7927,
E5300104,蔬菜類,福山萵苣,"大陸妹,大陸A菜,劍菜,鵝仔菜,媚仔菜,油麥菜",10.8107,0.9937,0.2329,0.0775,2.2879,1.4026,0.6586,20.4103,
E5300105,蔬菜類,蘿蔓萵苣,"蘿蔓,蘿美生菜,蘿蔓萵苣,蘿美心,凱薩萵苣",16.6504,1.118,0.2055,0.0755,3.7093,1.2974,1.95,10.57,0.0
E5300201,蔬菜類,本島萵苣(土植)(1月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",13.7744,1.563,0.354,,2.476,1.5474,,65.466,
E5300202,蔬菜類,本島萵苣(土植)(3月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",13.8016,0.337,0.2505,0.0641,3.7879,2.0794,0.319,8.767,
E5300203,蔬菜類,本島萵苣(土植)(4月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",14.1177,0.874,0.203,,3.2721,1.3855,,45.7111,
E5300204,蔬菜類,本島萵苣(土植)(7月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",20.1765,1.364,0.348,,4.3623,1.7489,,90.1904,
E5300205,蔬菜類,本島萵苣(土植)(10月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",11.7248,1.142,0.27,,2.2114,1.1324,,7.46,
E5300301,蔬菜類,本島萵苣(水耕)(1月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",10.9311,1.561,0.165,,2.1354,1.5094,,2.694,
E5300302,蔬菜類,本島萵苣(水耕)(4月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",12.2156,0.97,0.229,,2.6519,1.3605,,2.1425,
E5300303,蔬菜類,本島萵苣(水耕)(7月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",9.9057,1.442,0.168,,1.902,1.4191,,3.0983,
E5300304,蔬菜類,本島萵苣(水耕)(10月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",9.5519,1.144,0.27,,1.6187,1.0622,,2.85,
E5300401,蔬菜類,本島萵苣(有機)(1月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",11.0281,1.798,0.026,,2.553,2.03,,47.418,
